2015-03-18 12:44:40,930:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:44:40,934:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:45:40,049:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:45:40,051:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:45:53,513:ERROR:JuggleFest.parse_input_file@L182: Failed to open the inputfile.
2015-03-18 12:45:53,513:WARNING:JuggleFest.<module>@L309: A problem was encountered while processing inputfile.
2015-03-18 12:46:22,151:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:46:22,153:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: True.
2015-03-18 12:46:22,154:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:46:22,154:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:46:34,108:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:46:34,109:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:49:30,581:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:49:30,582:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:49:41,334:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:49:41,335:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: True.
2015-03-18 12:49:41,335:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:49:41,336:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:50:35,312:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:50:35,312:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: False.
2015-03-18 12:50:35,312:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:50:35,313:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:50:48,150:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:50:48,150:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: False.
2015-03-18 12:51:26,752:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:51:26,752:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: False.
2015-03-18 12:51:26,753:DEBUG:JuggleFest.parse_input_file@L185:0 circuits and 0 jugglers parsed from inputfile.
2015-03-18 12:52:02,892:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:52:02,894:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: True.
2015-03-18 12:52:02,894:DEBUG:JuggleFest.parse_input_file@L185:0 circuits and 0 jugglers parsed from inputfile.
2015-03-18 12:52:29,611:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:52:29,611:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: True.
2015-03-18 12:52:29,612:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #0: H:10, E:8, P:10, Max:0, Jugglers[0]: >
2015-03-18 12:52:35,437:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4596: H:7, E:3, P:1, Prefs[10]: C1996, C1905, C491, C1173, C1471, C1500, C1998, C608, C577, C1437>
2015-03-18 12:52:35,438:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4597: H:3, E:7, P:7, Prefs[10]: C656, C79, C1817, C840, C1014, C1081, C140, C1764, C990, C1763>
2015-03-18 12:52:35,440:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4598: H:8, E:2, P:5, Prefs[10]: C1057, C1491, C1438, C1445, C951, C1271, C1185, C926, C561, C71>
2015-03-18 12:52:35,441:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4599: H:5, E:0, P:4, Prefs[10]: C1271, C1442, C600, C1251, C850, C154, C1689, C475, C1174, C649>
2015-03-18 12:52:35,443:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4600: H:4, E:3, P:7, Prefs[10]: C1652, C840, C457, C350, C991, C506, C204, C1381, C115, C1367>
2015-03-18 12:52:35,444:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4601: H:2, E:6, P:7, Prefs[10]: C1612, C1287, C945, C1599, C1655, C1381, C1387, C1730, C826, C1112>
2015-03-18 12:52:35,444:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4602: H:3, E:5, P:2, Prefs[10]: C298, C1147, C779, C594, C849, C1223, C354, C1323, C1213, C1815>
2015-03-18 12:52:35,444:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4603: H:1, E:1, P:9, Prefs[10]: C774, C1038, C1370, C634, C983, C1722, C220, C1062, C1115, C1756>
2015-03-18 12:52:35,446:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4604: H:9, E:2, P:0, Prefs[10]: C1247, C1922, C326, C1887, C1460, C512, C750, C1907, C331, C247>
2015-03-18 12:52:35,447:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4605: H:8, E:0, P:4, Prefs[10]: C745, C1833, C1497, C156, C767, C1157, C785, C1950, C1968, C424>
2015-03-18 12:52:35,447:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4606: H:3, E:2, P:0, Prefs[10]: C961, C846, C231, C1820, C812, C1664, C452, C1821, C409, C1039>
2015-03-18 12:52:35,448:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4607: H:6, E:8, P:10, Prefs[10]: C1788, C210, C494, C1484, C1896, C259, C742, C944, C1171, C88>
2015-03-18 12:52:35,450:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4608: H:8, E:5, P:3, Prefs[10]: C1177, C1137, C146, C949, C1116, C1651, C1165, C1008, C581, C1518>
2015-03-18 12:52:35,451:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4609: H:9, E:7, P:0, Prefs[10]: C589, C1099, C1220, C162, C605, C1846, C1288, C340, C1858, C178>
2015-03-18 12:52:35,453:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4610: H:3, E:7, P:4, Prefs[10]: C613, C1798, C1728, C153, C264, C389, C1628, C1556, C12, C1603>
2015-03-18 12:52:35,454:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4611: H:7, E:0, P:4, Prefs[10]: C1864, C1923, C292, C306, C1825, C1587, C242, C16, C1682, C1646>
2015-03-18 12:52:35,454:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4612: H:10, E:10, P:6, Prefs[10]: C262, C138, C1076, C1463, C903, C867, C966, C835, C690, C810>
2015-03-18 12:52:35,456:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4613: H:4, E:9, P:0, Prefs[10]: C1840, C754, C1787, C1111, C1777, C910, C593, C483, C11, C1172>
2015-03-18 12:52:35,457:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4614: H:8, E:5, P:9, Prefs[10]: C12, C1681, C988, C1489, C1188, C919, C910, C494, C1574, C1581>
2015-03-18 12:52:35,459:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4615: H:9, E:0, P:1, Prefs[10]: C1058, C427, C257, C204, C226, C1292, C1255, C839, C1334, C1845>
2015-03-18 12:52:35,460:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4616: H:3, E:3, P:1, Prefs[10]: C663, C539, C259, C464, C303, C338, C643, C1458, C494, C1885>
2015-03-18 12:52:35,460:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4617: H:0, E:7, P:3, Prefs[10]: C1637, C1578, C886, C1285, C68, C1781, C273, C164, C1510, C198>
2015-03-18 12:52:35,461:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4618: H:3, E:8, P:3, Prefs[10]: C559, C88, C1210, C1208, C95, C1488, C901, C1251, C1552, C940>
2015-03-18 12:52:35,463:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4619: H:5, E:9, P:6, Prefs[10]: C297, C1167, C1849, C130, C990, C1684, C559, C723, C1303, C262>
2015-03-18 12:52:35,463:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4620: H:3, E:9, P:6, Prefs[10]: C1180, C113, C1842, C1830, C884, C902, C316, C1423, C188, C1407>
2015-03-18 12:52:35,464:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4621: H:2, E:6, P:2, Prefs[10]: C1852, C1023, C1379, C1556, C495, C1392, C1059, C1355, C1555, C1778>
2015-03-18 12:52:35,466:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4622: H:2, E:7, P:5, Prefs[10]: C194, C1247, C1379, C1506, C707, C202, C1372, C771, C1052, C1374>
2015-03-18 12:52:35,467:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4623: H:7, E:2, P:4, Prefs[10]: C1326, C662, C73, C1143, C701, C1548, C1661, C1920, C887, C36>
2015-03-18 12:52:35,467:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4624: H:0, E:1, P:10, Prefs[10]: C1787, C1861, C1500, C1503, C1790, C1282, C992, C503, C155, C1594>
2015-03-18 12:52:35,469:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4625: H:7, E:7, P:3, Prefs[10]: C95, C844, C561, C1004, C46, C478, C137, C1086, C376, C955>
2015-03-18 12:52:35,470:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4626: H:10, E:6, P:5, Prefs[10]: C1355, C785, C71, C1127, C250, C904, C1999, C1713, C1811, C1393>
2015-03-18 12:52:35,470:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4627: H:6, E:5, P:1, Prefs[10]: C1612, C1522, C431, C1069, C764, C1892, C200, C1331, C1954, C355>
2015-03-18 12:52:35,471:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4628: H:4, E:8, P:0, Prefs[10]: C1439, C210, C693, C620, C400, C1606, C56, C1267, C583, C150>
2015-03-18 12:52:35,473:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4629: H:10, E:5, P:7, Prefs[10]: C433, C1367, C1451, C304, C39, C388, C262, C515, C637, C1187>
2015-03-18 12:52:35,473:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4630: H:5, E:1, P:3, Prefs[10]: C1353, C1305, C926, C1969, C257, C849, C1325, C1033, C1786, C910>
2015-03-18 12:52:35,476:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4631: H:0, E:2, P:9, Prefs[10]: C843, C692, C1137, C800, C1620, C602, C573, C802, C1527, C1004>
2015-03-18 12:52:35,476:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4632: H:1, E:9, P:1, Prefs[10]: C1180, C1138, C918, C961, C1458, C1804, C4, C1802, C708, C1359>
2015-03-18 12:52:35,477:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4633: H:1, E:0, P:7, Prefs[10]: C200, C504, C406, C1510, C697, C567, C1662, C848, C710, C1465>
2015-03-18 12:52:35,477:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4634: H:6, E:0, P:8, Prefs[10]: C1535, C540, C1195, C1345, C1139, C214, C1795, C1836, C201, C842>
2015-03-18 12:52:35,479:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4635: H:10, E:9, P:2, Prefs[10]: C743, C31, C878, C1517, C365, C593, C1826, C304, C1542, C218>
2015-03-18 12:52:35,480:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4636: H:1, E:7, P:6, Prefs[10]: C1441, C1129, C1848, C1643, C1966, C1641, C1839, C92, C1828, C138>
2015-03-18 12:52:35,480:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4637: H:1, E:10, P:5, Prefs[10]: C1314, C1621, C1960, C275, C925, C773, C768, C1790, C94, C533>
2015-03-18 12:52:35,483:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4638: H:5, E:1, P:0, Prefs[10]: C347, C1876, C701, C874, C158, C1552, C1506, C1065, C1313, C38>
2015-03-18 12:52:35,483:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4639: H:9, E:6, P:1, Prefs[10]: C1480, C1047, C1795, C1740, C1531, C1023, C1051, C785, C5, C143>
2015-03-18 12:52:35,483:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4640: H:0, E:7, P:2, Prefs[10]: C1268, C629, C1646, C1857, C844, C62, C225, C1183, C1767, C1255>
2015-03-18 12:52:35,484:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4641: H:8, E:3, P:0, Prefs[10]: C1382, C1602, C595, C1171, C1030, C360, C1517, C1050, C498, C313>
2015-03-18 12:52:35,486:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4642: H:2, E:7, P:7, Prefs[10]: C234, C956, C368, C1861, C754, C1423, C462, C242, C497, C1934>
2015-03-18 12:52:35,486:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4643: H:9, E:4, P:0, Prefs[10]: C134, C93, C1260, C364, C771, C1348, C617, C787, C1601, C1100>
2015-03-18 12:52:35,486:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4644: H:7, E:6, P:1, Prefs[10]: C1263, C1874, C1260, C154, C1053, C723, C636, C739, C1803, C1585>
2015-03-18 12:52:35,487:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4645: H:7, E:1, P:7, Prefs[10]: C491, C1017, C1796, C1571, C601, C904, C1478, C670, C322, C1829>
2015-03-18 12:52:35,489:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4646: H:7, E:1, P:4, Prefs[10]: C1856, C167, C1098, C702, C1582, C1846, C990, C447, C396, C697>
2015-03-18 12:52:35,490:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4647: H:8, E:10, P:7, Prefs[10]: C1199, C937, C320, C836, C1541, C1898, C1079, C527, C930, C494>
2015-03-18 12:52:35,490:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4648: H:9, E:2, P:4, Prefs[10]: C873, C651, C826, C1231, C1783, C1368, C1427, C1370, C1459, C1756>
2015-03-18 12:52:35,492:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4649: H:6, E:8, P:1, Prefs[10]: C1587, C802, C101, C507, C208, C1327, C860, C245, C645, C590>
2015-03-18 12:52:35,493:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4650: H:1, E:0, P:3, Prefs[10]: C477, C1264, C97, C1956, C1701, C777, C1492, C722, C1689, C284>
2015-03-18 12:52:35,493:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4651: H:2, E:4, P:1, Prefs[10]: C676, C910, C1015, C760, C69, C424, C1131, C1668, C1439, C145>
2015-03-18 12:52:35,494:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4652: H:0, E:6, P:5, Prefs[10]: C1591, C204, C752, C537, C1844, C510, C1340, C712, C812, C133>
2015-03-18 12:52:35,496:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4653: H:8, E:9, P:8, Prefs[10]: C687, C451, C179, C1595, C646, C1149, C1003, C1716, C1468, C932>
2015-03-18 12:52:35,496:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4654: H:5, E:7, P:5, Prefs[10]: C1454, C1733, C669, C794, C301, C84, C1255, C1462, C1401, C761>
2015-03-18 12:52:35,496:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4655: H:3, E:10, P:6, Prefs[10]: C1491, C1358, C1846, C1392, C521, C225, C1485, C1004, C936, C875>
2015-03-18 12:52:35,497:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4656: H:4, E:10, P:6, Prefs[10]: C1151, C538, C1762, C813, C119, C940, C1755, C1827, C1557, C1985>
2015-03-18 12:52:35,497:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4657: H:5, E:9, P:2, Prefs[10]: C539, C545, C1291, C1418, C935, C48, C4, C1486, C1439, C653>
2015-03-18 12:52:35,499:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4658: H:6, E:6, P:5, Prefs[10]: C451, C1891, C1772, C666, C1248, C1705, C1398, C1707, C1161, C125>
2015-03-18 12:52:35,500:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4659: H:0, E:1, P:10, Prefs[10]: C1546, C829, C1758, C1561, C1970, C99, C623, C281, C709, C589>
2015-03-18 12:52:35,500:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4660: H:0, E:5, P:0, Prefs[10]: C346, C262, C506, C1300, C241, C1397, C708, C968, C310, C1183>
2015-03-18 12:52:35,502:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4661: H:6, E:2, P:9, Prefs[10]: C952, C1983, C692, C317, C101, C225, C1708, C1473, C665, C1040>
2015-03-18 12:52:35,503:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4662: H:1, E:10, P:3, Prefs[10]: C158, C274, C1061, C855, C134, C1620, C281, C1149, C728, C1090>
2015-03-18 12:52:35,503:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4663: H:10, E:4, P:3, Prefs[10]: C358, C763, C1128, C1202, C575, C814, C1897, C1866, C1388, C1279>
2015-03-18 12:52:35,505:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4664: H:2, E:4, P:3, Prefs[10]: C693, C690, C116, C1643, C1295, C578, C174, C1284, C295, C1444>
2015-03-18 12:52:35,506:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4665: H:3, E:6, P:4, Prefs[10]: C71, C138, C221, C178, C992, C376, C116, C772, C1051, C981>
2015-03-18 12:52:35,506:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4666: H:7, E:6, P:2, Prefs[10]: C345, C601, C1799, C31, C1635, C268, C879, C378, C678, C1629>
2015-03-18 12:52:35,506:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4667: H:7, E:7, P:10, Prefs[10]: C379, C670, C1210, C28, C562, C1263, C541, C1567, C778, C1826>
2015-03-18 12:52:35,507:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4668: H:9, E:7, P:4, Prefs[10]: C1365, C455, C5, C55, C1946, C1775, C1658, C580, C165, C1822>
2015-03-18 12:52:35,509:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4669: H:9, E:4, P:2, Prefs[10]: C1361, C1051, C102, C286, C1089, C1515, C1520, C1573, C738, C644>
2015-03-18 12:52:35,509:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4670: H:2, E:7, P:8, Prefs[10]: C1772, C189, C1210, C816, C1063, C285, C880, C2, C242, C1717>
2015-03-18 12:52:35,510:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4671: H:2, E:2, P:2, Prefs[10]: C1762, C1192, C854, C656, C1965, C1566, C781, C1438, C133, C315>
2015-03-18 12:52:35,512:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4672: H:1, E:4, P:8, Prefs[10]: C707, C529, C978, C848, C813, C1042, C1192, C879, C288, C1678>
2015-03-18 12:52:35,512:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4673: H:0, E:7, P:2, Prefs[10]: C1911, C1212, C744, C752, C24, C1679, C256, C1293, C896, C1034>
2015-03-18 12:52:35,513:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4674: H:3, E:5, P:6, Prefs[10]: C1542, C160, C508, C79, C684, C799, C229, C42, C649, C845>
2015-03-18 12:52:35,513:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4675: H:10, E:3, P:5, Prefs[10]: C1458, C1959, C1245, C154, C1520, C1615, C421, C255, C887, C1223>
2015-03-18 12:52:35,515:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4676: H:9, E:9, P:0, Prefs[10]: C1960, C1367, C193, C1408, C1526, C1904, C1337, C1321, C236, C1523>
2015-03-18 12:52:35,516:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4677: H:5, E:6, P:5, Prefs[10]: C841, C1559, C731, C305, C311, C154, C979, C1208, C1291, C1202>
2015-03-18 12:52:35,516:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4678: H:6, E:0, P:0, Prefs[10]: C104, C672, C1355, C113, C1150, C1899, C748, C1492, C207, C1695>
2015-03-18 12:52:35,517:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4679: H:0, E:10, P:4, Prefs[10]: C1116, C922, C1640, C223, C646, C1456, C923, C1108, C2, C1243>
2015-03-18 12:52:35,519:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4680: H:5, E:4, P:7, Prefs[10]: C1908, C825, C1432, C800, C978, C1546, C1997, C1547, C1802, C1037>
2015-03-18 12:52:35,519:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4681: H:2, E:7, P:10, Prefs[10]: C0, C223, C1387, C1531, C1522, C790, C1578, C724, C1679, C1619>
2015-03-18 12:52:35,520:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4682: H:4, E:3, P:3, Prefs[10]: C608, C1804, C1518, C206, C1409, C1330, C172, C1595, C651, C1656>
2015-03-18 12:52:35,520:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4683: H:8, E:2, P:8, Prefs[10]: C1062, C1584, C1555, C1034, C866, C375, C1381, C187, C1175, C1074>
2015-03-18 12:52:35,522:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4684: H:9, E:8, P:3, Prefs[10]: C1450, C297, C638, C805, C1483, C1484, C569, C1249, C1513, C580>
2015-03-18 12:52:35,523:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4685: H:0, E:5, P:6, Prefs[10]: C229, C770, C888, C412, C1775, C1583, C807, C668, C131, C291>
2015-03-18 12:52:35,523:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4686: H:1, E:0, P:7, Prefs[10]: C1798, C1217, C1312, C1246, C1700, C1762, C1529, C322, C1919, C589>
2015-03-18 12:52:35,525:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4687: H:5, E:3, P:0, Prefs[10]: C1395, C903, C202, C339, C288, C149, C1084, C1219, C1591, C1129>
2015-03-18 12:52:35,526:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4688: H:6, E:7, P:8, Prefs[10]: C592, C288, C885, C83, C1515, C1569, C3, C1727, C1667, C703>
2015-03-18 12:52:35,526:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4689: H:10, E:0, P:5, Prefs[10]: C1802, C83, C189, C1400, C767, C1621, C1091, C1026, C1277, C630>
2015-03-18 12:52:35,526:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4690: H:3, E:8, P:1, Prefs[10]: C1719, C979, C50, C1910, C1249, C891, C54, C1181, C1991, C518>
2015-03-18 12:52:35,528:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4691: H:6, E:8, P:6, Prefs[10]: C1294, C679, C1019, C1933, C824, C1127, C1608, C1568, C668, C451>
2015-03-18 12:52:35,529:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4692: H:2, E:1, P:4, Prefs[10]: C1033, C1397, C1421, C477, C1128, C375, C1231, C1069, C1762, C79>
2015-03-18 12:52:35,529:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4693: H:1, E:5, P:2, Prefs[10]: C1363, C179, C1400, C1992, C1354, C1383, C1817, C242, C1294, C1139>
2015-03-18 12:52:35,530:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4694: H:7, E:10, P:10, Prefs[10]: C1399, C334, C25, C414, C557, C1340, C1210, C622, C1765, C1608>
2015-03-18 12:52:35,532:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4695: H:8, E:7, P:10, Prefs[10]: C626, C1421, C739, C1854, C61, C167, C1324, C929, C1268, C514>
2015-03-18 12:52:35,532:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4696: H:6, E:7, P:5, Prefs[10]: C632, C1276, C1781, C1437, C412, C1910, C1516, C1032, C1393, C329>
2015-03-18 12:52:35,532:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4697: H:6, E:7, P:6, Prefs[10]: C555, C1778, C1311, C527, C1588, C367, C930, C1934, C1275, C1324>
2015-03-18 12:52:35,533:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4698: H:9, E:8, P:8, Prefs[10]: C1625, C808, C1239, C1556, C880, C1932, C299, C1491, C272, C1787>
2015-03-18 12:52:35,535:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4699: H:9, E:6, P:7, Prefs[10]: C1977, C407, C1125, C728, C1517, C1668, C1369, C367, C1944, C1423>
2015-03-18 12:52:35,536:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4700: H:5, E:9, P:5, Prefs[10]: C84, C1679, C184, C889, C1089, C1071, C357, C866, C1177, C91>
2015-03-18 12:52:35,536:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4701: H:5, E:3, P:0, Prefs[10]: C337, C282, C272, C1692, C1636, C964, C654, C494, C1034, C1103>
2015-03-18 12:52:35,538:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4702: H:1, E:1, P:7, Prefs[10]: C1309, C15, C1560, C1588, C230, C1398, C793, C184, C44, C1397>
2015-03-18 12:52:35,539:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4703: H:8, E:0, P:10, Prefs[10]: C1423, C1970, C437, C325, C1987, C272, C1729, C1226, C1241, C177>
2015-03-18 12:52:35,539:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4704: H:4, E:1, P:5, Prefs[10]: C1909, C1520, C1677, C1670, C1990, C1500, C1686, C1205, C1758, C979>
2015-03-18 12:52:35,539:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4705: H:2, E:4, P:7, Prefs[10]: C1703, C299, C980, C154, C720, C982, C1994, C850, C547, C1559>
2015-03-18 12:52:35,539:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #4706: H:9, E:6, P:3, Prefs[10]: C1049, C1929, C194, C522, C961, C1136, C318, C610, C333, C1744>
